ID        SITE NAME                       ST     LAT         LON       ELV(ft)
STT       Charlotte Amalie                VI  18.338333   -64.978889      52
STX       Christiansted                   VI  17.700833   -64.806667      32
MPV       Barre/Montpelier                VT  44.204722   -72.566111    1126
ALW       Walla Walla                     WA  46.095000  -118.284167    1192
BFI       Seattle                         WA  47.545833  -122.313611      16
BLI       Bellingham                      WA  48.799444  -122.539167     153
DLS       The Dalles                      WA  45.617222  -121.168333     234
EPH       Ephrata                         WA  47.308056  -119.514722    1257
HQM       Hoquiam                         WA  46.972778  -123.930278      23
MWH       Moses Lake                      WA  47.193056  -119.313333    1189
PAE       Everett                         WA  47.923056  -122.282500     593
PSC       Pasco                           WA  46.269722  -119.116667     399
RNT       Renton                          WA  47.494444  -122.212778      19
SFF       Spokane                         WA  47.685556  -117.320278    1998
TIW       Tacoma                          WA  47.266667  -122.574722     291
AUW       Wausau                          WI  44.927222   -89.624167    1200
LNR       Lone Rock                       WI  43.211111   -90.187500     714
LSE       La Crosse                       WI  43.886389   -91.261667     666
OSH       Oshkosh                         WI  43.966667   -88.558056     814
BLF       Bluefield                       WV  37.297778   -81.203611    2864
CKB       Clarksburg                      WV  39.300000   -80.224722    1183
HLG       Wheeling                        WV  40.170278   -80.644444    1223
MGW       Morgantown                      WV  39.649444   -79.921111    1243
MRB       Martinsburg                     WV  39.403889   -77.975000     540
LAR       Laramie                         WY  41.316389  -105.672222    7269
WRL       Worland                         WY  43.972500  -107.955833    4172
NZCM      Antartica                       AA  77.833333  -167.000000       0
PADK      Adak                            AK  51.883333  -176.616667       0
KOLB      Foley                           AL 200.000000  -200.000000       0
KNYL      Yuma                            AZ  32.650000  -114.600000       0
MNCZ      Andros Island                   BA  24.700000   -77.766667       0
KNBR      Monterey                        CA  36.583333  -121.866667       0
KNFG      Oceanside                       CA  33.300000  -117.350000       0
KNID      China Lake                      CA  35.683333  -117.683333       0
KNJK      El Centro                       CA  32.816667  -115.666667       0
KNKX      San Diego                       CA  32.866667  -117.150000       0
KNLC      Lemoore                         CA  36.333333  -119.950000       0
KNRS      Imperial Beach                  CA  32.566667  -117.116667       0
KNSI      San Nicholas Island             CA  33.250000  -120.300000       0
KNTD      Point Mugu                      CA  34.116667  -119.116667       0
KNUC      San Clemente                    CA  33.016667  -118.583333       0
KNUQ      Mountain View                   CA  37.433333  -122.050000       0
KNXP      Twenty Nine Palms               CA  34.283333  -116.150000       0
KNZY      San Diego                       CA  32.700000  -117.200000       0
KQNC      Souda Bay                       CR 200.000000  -200.000000       0
MUGM      Guantanamo Bay                  CU  19.900000   -75.216667       0
FJDG      Diego Garcia                    DG 200.000000  -200.000000       0
KNAE      Pinecastle                      FL  29.633333   -81.633333       0
KNDZ      Milton                          FL  30.700000   -87.016667       0
KNFJ      Milton                          FL  30.500000   -86.950000       0
KNIP      Jacksonville                    FL  30.233333   -81.666667       0
KNPA      Pensacola                       FL  30.333333   -87.300000       0
KNQX      Key West                        FL  24.583333   -81.683333       0
KNRB      Mayport                         FL  30.383333   -81.416667       0
KNSE      Milton                          FL  30.716667   -87.016667       0
KNZC      Cecil                           FL  30.216667   -81.883333       0
KNBQ      Kings Bay                       GA  30.916667   -81.450000       0
PGUM      Agana, Guam                     GU  13.350000  -144.800000       0
PHBK      Kekaha                          HI  22.033333  -159.783333       0
PHNA      Oahu                            HI  21.316667  -158.066667       0
PHNG      Kaneohe                         HI  21.450000  -157.766667       0
BIKF      Keflavik                        IC  63.966667   -22.633333       0
KQNN      Naples                          IT  40.883333   -14.283333     313
KQNS      Sigonella                       IT  37.404444   -14.922778      73
KQTA      Atsugi                          JA  35.446389  -139.434722     175
RJOI      Iwakuni                         JA 200.000000  -200.000000       0
RJTX      Yokosuka                        JA 200.000000  -200.000000       0
KNBG      New Orleans                     LA  29.817778   -90.036667       0
KNZW      South Weymouth                  MA  42.150000   -70.933333       0
KNAK      Annapolis                       MD  38.983333   -76.483333       0
KNHK      Patuxent River                  MD  38.283333   -76.416667       0
KNUI      St. Inigoes                     MD  38.150000   -76.433333       0
KNHZ      Brunswick                       ME  43.900000   -69.933333       0
BIX1      Biloxi                          MS  30.411667   -88.923333      34
BIX2      Biloxi                          MS  30.411667   -88.923333      34
BIX3      Biloxi                          MS  30.411667   -88.923333       0
KNJW      Meridian Range                  MS  32.800000   -88.833333       0
KNMM      Meridian                        MS  32.800000   -88.833333       0
KNBT      Piney Island                    NC  35.016667   -76.466667       0
KNCA      Jacksonville                    NC  34.716667   -77.450000       0
KNIS      Cherry Point                    NC  34.883333   -76.866667       0
KNJM      Swansboro                       NC  34.700000   -77.033333       0
KNKT      Cherry Point                    NC  34.900000   -76.883333       0
KNEL      Lakehurst                       NJ  40.033333   -74.350000       0
KNFL      Fallon                          NV  39.416667  -118.716667       0
KNJC      Boardman                        OR  45.633333  -119.800000       0
ROTM      Futemma                         OW  26.271944  -127.754444     234
KNXX      Willow Grove                    PA  40.200000   -75.133333       0
TJNR      Roosevelt Roads                 PR  18.983333   -65.633333       0
KNBC      Beaufort                        SC  33.483333   -80.716667       0
NEXC      Charleston                      SC  32.750000   -80.033333       0
NEXC2     Charleston                      SC 200.000000  -200.000000       0
LERT      Rota                            SP  36.650000    -6.350000       0
KNFW      Fort Worth                      TX  32.766667   -97.441667     650
KNGP      Corpus Christi                  TX  27.683333   -97.283333       0
KNGW      Corpus Christi                  TX  27.716667   -97.450000       0
KNOG      Orange Grove                    TX  27.883333   -98.050000       0
KNQI      Kingsville                      TX  27.500000   -97.816667       0
KNVT      Corpus Christi                  TX  27.633333   -97.316667       0
KNFE      Fentress                        VA  36.700000   -76.133333       0
KNGU      Norfolk                         VA  36.833333   -76.300000       0
KNTU      Virginia Beach                  VA  36.816667   -76.033333       0
KNYG      Quantico                        VA  38.500000   -77.300000       0
KNRA      Coupeville                      WA  48.183333  -122.633333       0
KNUW      Whidbey Island                  WA  48.350000  -122.650000       0
ADQ       Kodiak                          AK  57.751111  -152.485556     109
AKN       King Salmon                     AK  58.683611  -156.653889      34
ANC       Anchorage                       AK  61.169722  -150.026111     160
ANN       Annette                         AK  55.030278  -131.576111     112
BET       Bethel                          AK  60.785833  -161.826389     128
BRW       Barrow                          AK  71.284167  -156.778056      36
CDB       Cold Bay                        AK  55.220833  -162.727778      96
ENN       Nenana                          AK  64.547778  -149.083889     358
FAI       Fairbanks                       AK  64.803889  -147.876111     462
HOM       Homer                           AK  59.642500  -151.487222      76
MCG       McGrath                         AK  62.956111  -155.605833     337
OME       Nome                            AK  64.511944  -165.435556      16
OTZ       Kotzebue                        AK  66.885833  -162.604167      17
SNP       St. Paul Island                 AK  57.155833  -170.220833      25
TKA       Talkeetna                       AK  62.320000  -150.095000     351
YAK       Yakutat                         AK  59.510278  -139.662778      36
HSV       Huntsville                      AL  34.643611   -86.785556     629
MGM       Montgomery                      AL  32.300278   -86.406111     207
MOB       Mobile                          AL  30.688333   -88.245556     223
FSM       Fort Smith                      AR  35.333611   -94.365000     462
FLG       Flagstaff                       AZ  35.140278  -111.672222    7001
IGM       Kingman                         AZ  35.257778  -113.933056    3385
INW       Winslow                         AZ  35.028056  -110.720833    4890
PGA       Page                            AZ  36.920556  -111.448056    4290
PHX       Phoenix                         AZ  33.443056  -111.990278    1104
TUS       Tucson                          AZ  32.131389  -110.955278    2579
BFL       Bakersfield                     CA  35.434444  -119.054167     497
BIH       Bishop                          CA  37.371111  -118.358056    4110
BLU       Emigrant Gap                    CA  39.276111  -120.708056    5280
FAT       Fresno                          CA  36.780000  -119.719444     343
LAX       Los Angeles                     CA  33.938056  -118.388889     219
LGB       Long Beach                      CA  33.811667  -118.146389      35
MHS       Mt. Shasta                      CA  41.315833  -122.316111    3538
RBL       Red Bluff                       CA  40.151944  -122.253611     342
RDD       Redding                         CA  40.515000  -122.296667     511
SAN       San Diego                       CA  32.735278  -117.187500      42
SCK       Stockton                        CA  37.889722  -121.223611      34
SDB       Sandberg                        CA  34.743611  -118.724444    4517
SDM       San Diego                       CA  32.575278  -116.993056     541
SFO       San Francisco                   CA  37.619722  -122.364722      87
SMX       Santa Maria                     CA  34.899444  -120.448611     253
ALS       Alamosa                         CO  37.438889  -105.861389    7543
COS       Colorado Springs                CO  38.815833  -104.710833    6090
DEN       Denver                          CO  39.782222  -104.871667    5283
GJT       Grand Junction                  CO  39.133889  -108.538611    4765
LIC       Limon                           CO  39.273333  -103.666667    5348
PUB       Pueblo                          CO  38.290000  -104.498333    4658
BDL       Windsor Locks                   CT  41.938056   -72.682500     198
BDR       Bridgeport                      CT  41.158333   -73.128889      26
ILG       Wilmington                      DE  39.672778   -75.600833      93
DAB       Daytona Beach                   FL  29.177222   -81.060000      32
EYW       Key West                        FL  24.553611   -81.753611      19
JAX       Jacksonville                    FL  30.494444   -81.693333      26
MCO       Orlando                         FL  28.417222   -81.325000      96
MIA       Miami                           FL  25.790556   -80.316389       9
PBI       West Palm Beach                 FL  26.684722   -80.099444      22
TLH       Tallahassee                     FL  30.393056   -84.353333      55
TPA       Tampa                           FL  27.961389   -82.540278      38
AGS       Augusta                         GA  33.364444   -81.963333     145
AHN       Athens                          GA  33.950833   -83.328056     801
ATL       Atlanta                         GA  33.629722   -84.442222     972
CSG       Columbus                        GA  32.516111   -84.942222     446
MCN       Macon                           GA  32.687778   -83.654444     358
SAV       Savannah                        GA  32.118889   -81.202222      49
HNL       Honolulu                        HI  21.327500  -157.943056      16
ITO       Hilo                            HI  19.722222  -155.055833      41
LIH       Lihue                           HI  21.983889  -159.341111     102
OGG       Kahului                         HI  20.892500  -156.436944      42
ALO       Waterloo                        IA  42.554444   -92.401111     869
DBQ       Dubuque                         IA  42.397778   -90.703611    1070
DSM       Des Moines                      IA  41.537778   -93.666111     964
SUX       Sioux City                      IA  42.391389   -96.379167    1110
BOI       Boise                           ID  43.566667  -116.240556    2859
LWS       Lewiston                        ID  46.374722  -117.014444    1439
PIH       Pocatello                       ID  42.920278  -112.571111    4460
MLI       Moline                          IL  41.451389   -90.514722     605
ORD       Chicago                         IL  41.986111   -87.914167     650
PIA       Peoria                          IL  40.667500   -89.683889     673
RFD       Rockford                        IL  42.192778   -89.093333     729
SPI       Springfield                     IL  39.845278   -89.683889     595
EVV       Evansville                      IN  38.043056   -87.520278     385
FWA       Fort Wayne                      IN  40.972778   -85.205556     816
IND       Indianapolis                    IN  39.726667   -86.288889     834
SBN       South Bend                      IN  41.707222   -86.316389     778
CNK       Concordia                       KS  39.551389   -97.650556    1469
DDC       Dodge City                      KS  37.772778   -99.969722    2588
GLD       Goodland                        KS  39.367500  -101.693056    3655
ICT       Wichita                         KS  37.647222   -97.429444    1339
TOP       Topeka                          KS  39.072500   -95.625833     881
CVG       Covington/Cincinnati            KY  39.043056   -84.671667     885
JKL       Jackson                         KY  37.591389   -83.314444    1354
LEX       Lexington                       KY  38.040833   -84.605833     987
PAH       Paducah                         KY  37.056389   -88.773889     390
SDF       Louisville                      KY  38.177222   -85.729722     482
BTR       Baton Rouge                     LA  30.537222   -91.146944      70
LCH       Lake Charles                    LA  30.124722   -93.228333      11
MSY       New Orleans                     LA  29.992778   -90.250833      17
SHV       Shreveport                      LA  32.446944   -93.824167     265
BOS       Boston                          MA  42.360556   -71.010556     229
ORH       Worcester                       MA  42.270556   -71.873056     998
BWI       Baltimore                       MD  39.172222   -76.683889     194
CAR       Caribou                         ME  46.866944   -68.016111     628
PWM       Portland                        ME  43.642222   -70.304444      50
APN       Alpena                          MI  45.071667   -83.564444     689
DTW       Detroit                         MI  42.231389   -83.330833     641
FNT       Flint                           MI  42.966667   -83.749444     767
GRR       Grand Rapids                    MI  42.882222   -85.523056     786
HTL       Houghton Lake                   MI  44.351111   -84.674167    1154
LAN       Lansing                         MI  42.780278   -84.578889     869
MKG       Muskegon                        MI  43.171111   -86.236667     627
DLH       Duluth                          MN  46.843611   -92.186389    1427
INL       International Falls             MN  48.563333   -93.402778    1183
MSP       Minneapolis                     MN  44.883056   -93.228889     872
RST       Rochester                       MN  43.904167   -92.491667    1324
STC       St. Cloud                       MN  45.544722   -94.051944    1030
COU       Columbia                        MO  38.816944   -92.218333     891
MCI       Kansas City                     MO  39.297222   -94.730556    1050
SGF       Springfield                     MO  37.239722   -93.389722    1269
STL       St. Louis                       MO  38.752500   -90.373611     562
JAN       Jackson                         MS  32.319722   -90.077500     294
MEI       Meridian                        MS  32.338056   -88.747778     293
TUP       Tupelo                          MS  34.260833   -88.771111     347
BIL       Billings                        MT  45.806944  -108.542222    3580
FCA       Kalispell                       MT  48.304167  -114.263611    2979
GGW       Glasgow                         MT  48.213889  -106.621389    2276
GTF       Great Falls                     MT  47.473333  -111.382222    3671
HLN       Helena                          MT  46.605556  -111.963611    3895
HVR       Havre                           MT  48.542778  -109.763333    2582
MSO       Missoula                        MT  46.920833  -114.092500    3200
8W5       Hatteras                        NC  35.232222   -75.622500      11
AVL       Asheville                       NC  35.431944   -82.537500    2160
CLT       Charlotte                       NC  35.213333   -80.948611     722
GSO       Greensboro                      NC  36.097500   -79.943611     905
ILM       Wilmington                      NC  34.268333   -77.906111      33
RDU       Raleigh/Durham                  NC  35.870556   -78.786389     428
BIS       Bismarck                        ND  46.782500  -100.757222    1652
FAR       Fargo                           ND  46.925278   -96.811111     909
ISN       Williston                       ND  48.173889  -103.636667    1900
BFF       Scottsbluff                     NE  41.866944  -103.585833    3947
GRI       Grand Island                    NE  40.958333   -98.312500    1842
LBF       North Platte                    NE  41.121944  -100.668333    2779
LNK       Lincoln                         NE  40.831111   -96.764444    1194
OFK       Norfolk                         NE  41.980556   -97.436944    1544
VTN       Valentine                       NE  42.858611  -100.551389    2587
CON       Concord                         NH  43.195278   -71.501111     341
ACY       Atlantic City                   NJ  39.464722   -74.586667     115
EWR       Newark                          NJ  40.682500   -74.169444      26
TEB       Teterboro                       NJ  40.858889   -74.056667      44
ABQ       Albuquerque                     NM  35.041667  -106.614722    5310
CAO       Clayton                         NM  36.448333  -103.153056    4969
ROW       Roswell                         NM  33.308056  -104.507778    3650
TCS       Truth Or Consequences           NM  33.236667  -107.268056    4821
DRA       Mercury                         NV  36.620556  -116.027778    3300
ELY       Ely                             NV  39.295000  -114.845278    6253
LAS       Las Vegas                       NV  36.078889  -115.155278    2089
RNO       Reno                            NV  39.483889  -119.771111    4405
WMC       Winnemucca                      NV  40.901944  -117.807222    4298
ALB       Albany                          NY  42.746667   -73.798889     302
BGM       Binghamton                      NY  42.207778   -75.981389    1615
BUF       Cheektowaga                     NY  42.940833   -78.735833     715
JFK       New York                        NY  40.638611   -73.762222      30
LGA       New York                        NY  40.779167   -73.880000      37
NYC       New York City                   NY  40.766667   -73.983333       0
ROC       Rochester                       NY  43.116667   -77.676667     587
SYR       Syracuse                        NY  43.109167   -76.103333     417
CAK       Akron                           OH  40.918056   -81.442500    1239
CLE       Cleveland                       OH  41.405000   -81.852778     776
CMH       Columbus                        OH  39.995000   -82.876389     813
DAY       Dayton                          OH  39.906111   -84.218611    1002
MFD       Mansfield                       OH  40.820278   -82.517778    1298
TOL       Toledo                          OH  41.588611   -83.801389     691
YNG       Youngstown                      OH  41.254444   -80.673889    1183
OKC       Oklahoma City                   OK  35.388611   -97.600278    1281
TUL       Tulsa                           OK  36.197500   -95.886389     679
AST       Astoria                         OR  46.156944  -123.882500      10
BNO       Burns                           OR  43.595000  -118.956389    4146
EUG       Eugene                          OR  44.133333  -123.214444     375
MFR       Medford                         OR  42.381111  -122.872222    1301
PDT       Pendleton                       OR  45.698333  -118.834167    1504
PDX       Portland                        OR  45.590833  -122.600278      24
SLE       Salem                           OR  44.907778  -122.995000     196
SXT       Sexton Summit                   OR  42.600278  -123.364167    3838
ABE       Allentown                       PA  40.650833   -75.449167     376
AVP       Wilkesbarre-Scranton            PA  41.338889   -75.726667     956
ERI       Erie                            PA  42.080000   -80.182500     730
IPT       Williamsport                    PA  41.243333   -76.921667     541
PHL       Philadelphia                    PA  39.868333   -75.231111      60
PIT       Pittsburgh                      PA  40.484722   -80.214167    1173
PNE       Philadelphia                    PA  40.078889   -75.013611      94
SJU       San Juan                        PR  18.434722   -66.011111      69
PVD       Providence                      RI  41.721944   -71.432500      55
CAE       Columbia                        SC  33.941944   -81.118056     241
CHS       Charleston                      SC  32.898889   -80.040556      44
GSP       Greer                           SC  34.886111   -82.220833     948
ABR       Aberdeen                        SD  45.443333   -98.413056    1312
FSD       Sioux Falls                     SD  43.576944   -96.753611    1426
HON       Huron                           SD  44.388056   -98.228333    1282
RAP       Rapid City                      SD  44.045556  -103.053889    3166
BNA       Nashville                       TN  36.118889   -86.689167     572
CHA       Chattanooga                     TN  35.033333   -85.200000     689
TRI       Bristol/Johnson/Kingsport       TN  36.479722   -82.398889    1556
TYS       Knoxville                       TN  35.818056   -83.985833     992
ABI       Abilene                         TX  32.410278   -99.681667    1798
ACT       Waco                            TX  31.617222   -97.227778     497
AMA       Amarillo                        TX  35.220000  -101.717222    3587
AUS       Austin                          TX  30.290556   -97.695833     587
BPT       Beaumont/Port Arthur            TX  29.951667   -94.026111      17
BRO       Brownsville                     TX  25.914167   -97.423056      19
CRP       Corpus Christi                  TX  27.773056   -97.512778      53
DFW       Dallas/Fort Worth               TX  32.896944   -97.021944     572
DRT       Del Rio                         TX  29.374722  -100.923611    1027
ELP       El Paso                         TX  31.811111  -106.375833    3929
IAH       Houston                         TX  29.992500   -95.363889     119
LBB       Lubbock                         TX  33.667500  -101.821389    3255
MAF       Midland                         TX  31.947778  -102.208611    2862
SAT       San Antonio                     TX  29.532778   -98.463611     800
SJT       San Angelo                      TX  31.351389  -100.493889    1906
SPS       Wichita Falls                   TX  33.978611   -98.492778    1011
VCT       Victoria                        TX  28.862500   -96.929722     104
MLF       Milford                         UT  38.422500  -113.009722    5033
SLC       Salt Lake City                  UT  40.778056  -111.969444    4221
DCA       Washington, DC                  VA  38.848333   -77.034167      60
IAD       Washington, DC                  VA  38.934722   -77.447500     307
LYH       Lynchburg                       VA  37.320833   -79.206667     969
ORF       Norfolk                         VA  36.903611   -76.191944      21
RIC       Richmond                        VA  37.511111   -77.323333     165
ROA       Roanoke                         VA  37.316944   -79.974167    1190
WAL       Wallops Island                  VA  37.940556   -75.463056      59
BTV       Burlington                      VT  44.468056   -73.150278     346
GEG       Spokane                         WA  47.621389  -117.527778    2354
OLM       Olympia                         WA  46.973333  -122.903333     193
SEA       Seattle                         WA  47.444722  -122.313611     448
SMP       Stampede Pass                   WA  47.276667  -121.337222    3964
UIL       Quillayute                      WA  47.937500  -124.555000     179
YKM       Yakima                          WA  46.564167  -120.533611    1065
GRB       Ashwaubenon                     WI  44.479444   -88.136667     673
MKE       Milwaukee                       WI  42.955000   -87.904444     678
MSN       Madison                         WI  43.140556   -89.345278     857
BKW       Beckley                         WV  37.795000   -81.124722    2509
CRW       Charleston                      WV  38.379444   -81.591389    1016
EKN       Elkins                          WV  38.885278   -79.852778    1980
HTS       Huntington                      WV  38.365000   -82.555000     835
CPR       Casper                          WY  42.897500  -106.473056    5320
CYS       Cheyenne                        WY  41.157778  -104.806944    6120
RIW       Riverton                        WY  43.061944  -108.446389    5460
SHR       Sheridan                        WY  44.769444  -106.968889    3943
PASY      Eareckson AFS                   AK  52.711667  -174.113333      97
79J       Andalusia                       AL  31.306111   -86.390000     310
SXS       Enterprise                      AL  31.361667   -85.848611     397
VAFB1     Lompoc                          CA  34.636111  -120.616111     306
VAFB2     Lompoc                          CA  34.845556  -120.748056     301
VAFB3     Lompoc                          CA  34.727500  -120.578333     326
IKR       Albuquerque                     NM  34.945000  -106.567778    5290
DLF       Del Rio                         TX  29.118611  -100.473611     965
